method,block_rows,degree,distribution,locality,rhs,seed,gpu_median_ms,gpu_p95_ms,hot_median_ms,hot_p95_ms,useful_gflops,launches,workspace_bytes
row_owned_ilp4,1024,8,low,local,16,1,0.32902,0.33616,0.33630,0.35230,816.84967,1,0
row_owned_scalar,1024,8,low,local,16,1,0.35264,0.36877,0.35910,0.38390,762.14591,1,0
scalar_csr_cusparse,1024,8,low,local,16,1,0.83200,1.69216,0.85760,1.69780,323.03261,1,0
slot_grouped_cublas,1024,8,low,local,16,1,1.04003,1.85088,1.04810,1.85880,258.41813,8,0
row_owned_ilp4,1024,8,low,local,32,1,0.42112,0.43398,0.42920,0.44850,1276.42071,1,0
row_owned_scalar,1024,8,low,local,32,1,0.68502,0.70413,0.69080,0.71900,784.68237,1,0
scalar_csr_cusparse,1024,8,low,local,32,1,1.64442,2.57360,1.65900,2.58090,326.87974,1,0
slot_grouped_cublas,1024,8,low,local,32,1,1.05654,1.85392,1.06410,1.85970,508.75903,8,0
row_owned_ilp4,1024,8,low,local,64,1,0.81674,1.68531,0.82400,1.70960,1316.27915,1,0
row_owned_scalar,1024,8,low,local,64,1,1.42323,2.39011,1.43340,2.39560,755.36004,1,0
scalar_csr_cusparse,1024,8,low,local,64,1,3.28522,4.32634,3.39060,4.33200,327.23952,1,0
slot_grouped_cublas,1024,8,low,local,64,1,1.10086,1.89674,1.11370,1.92170,976.55341,8,0
row_owned_ilp4,1024,16,low,local,8,1,0.48262,0.50870,0.49120,1.28990,553.84061,1,0
row_owned_scalar,1024,16,low,local,8,1,0.48010,0.50006,0.48490,0.51310,556.75690,1,0
scalar_csr_cusparse,1024,16,low,local,8,1,0.88509,0.95485,0.89400,0.97700,302.00021,1,0
slot_grouped_cublas,1024,16,low,local,8,1,2.07517,3.02512,2.14940,3.05960,128.80730,16,0
row_owned_ilp4,1024,16,low,local,16,1,0.62989,0.66083,0.63550,1.53900,848.71205,1,0
row_owned_scalar,1024,16,low,local,16,1,0.85878,1.79296,0.86810,1.80010,622.50056,1,0
scalar_csr_cusparse,1024,16,low,local,16,1,1.47472,2.35280,1.49940,2.36010,362.50511,1,0
