method,block_rows,degree,distribution,locality,rhs,seed,gpu_median_ms,gpu_p95_ms,hot_median_ms,hot_p95_ms,useful_gflops,launches,workspace_bytes
scalar_csr_cusparse,1024,2,low,random,16,1,0.20320,0.20362,0.20810,0.20960,328.92977,1,0
slot_grouped_cublas,1024,2,low,random,16,1,0.24774,0.26547,0.25270,0.27090,269.78869,2,0
row_owned_hybrid,1024,2,low,random,32,1,0.07235,0.08608,0.07710,0.09740,1847.59311,1,0
row_owned_scalar,1024,2,low,random,32,1,0.11696,0.11738,0.12180,0.12290,1142.92972,1,0
scalar_csr_cusparse,1024,2,low,random,32,1,0.38813,0.40074,0.39480,1.15400,344.41486,1,0
slot_grouped_cublas,1024,2,low,random,32,1,0.31018,0.34685,0.33490,1.12420,430.97161,2,0
row_owned_hybrid,1024,2,low,random,64,1,0.12928,0.14384,0.15190,0.17360,2068.02375,1,0
row_owned_scalar,1024,2,low,random,64,1,0.22893,0.24752,0.25080,0.27740,1167.85239,1,0
scalar_csr_cusparse,1024,2,low,random,64,1,0.78989,0.83840,0.81480,0.87190,338.47090,1,0
slot_grouped_cublas,1024,2,low,random,64,1,0.27526,0.29270,0.28030,0.29750,971.26438,2,0
row_owned_hybrid,1024,4,low,random,8,1,0.08253,0.09770,0.10510,0.11370,807.37027,1,0
row_owned_scalar,1024,4,low,random,8,1,0.06973,0.07059,0.07440,0.07540,955.57960,1,0
scalar_csr_cusparse,1024,4,low,random,8,1,0.29024,0.31824,0.31330,0.34130,229.57090,1,0
slot_grouped_cublas,1024,4,low,random,8,1,0.55792,0.58736,0.58120,0.61060,119.42690,4,0
row_owned_hybrid,1024,4,low,random,16,1,0.08403,0.09910,0.11730,0.18030,1585.84008,1,0
row_owned_scalar,1024,4,low,random,16,1,0.11920,0.13088,0.14150,0.15450,1117.96404,1,0
scalar_csr_cusparse,1024,4,low,random,16,1,0.42230,0.44179,0.44920,0.46260,315.55777,1,0
slot_grouped_cublas,1024,4,low,random,16,1,0.55309,1.41587,0.57590,1.42120,240.94052,4,0
row_owned_hybrid,1024,4,low,random,32,1,0.14538,0.24426,0.16900,1.03290,1833.33308,1,0
row_owned_scalar,1024,4,low,random,32,1,0.21523,0.22307,0.23840,0.24940,1238.30390,1,0
scalar_csr_cusparse,1024,4,low,random,32,1,0.81533,0.81917,0.84060,1.62420,326.89007,1,0
slot_grouped_cublas,1024,4,low,random,32,1,0.56368,0.57520,0.59810,1.37180,472.82612,4,0
row_owned_hybrid,1024,4,low,random,64,1,0.24176,0.25798,0.24660,0.26950,2204.85294,1,0
row_owned_scalar,1024,4,low,random,64,1,0.41430,0.75213,0.41950,0.75690,1286.60419,1,0
scalar_csr_cusparse,1024,4,low,random,64,1,1.56397,2.41446,1.57030,2.43910,340.82876,1,0
